"","V1","V2","V3","V4","V5"
"solrapp",-345.921428109896,-307.340321245218,-65.0546096047746,-12.426311202227,-328.127282289316
"ansoft",-252.854416721938,-13.0326870444141,-313.218429984974,-107.674181159493,-338.058061587749
"cpld",-48.0173885875774,-11.9340747557463,-80.2540841569524,-52.8700922064874,-40.6011197841635
"mentored",-35.0108728499347,-11.3935791933824,-59.2425046915638,-13.4211206737532,-11.9284201881573
"resultsms",-269.322659574364,-10.1994737003579,-326.641497506897,-119.670410246844,-348.084506454501
"desiredexperience",-364.58501937497,-358.014058131523,-41.6768876109839,-10.5291912173411,-274.390293460659
"encoding",-359.260749525173,-60.4343640802928,-22.2168327250364,-9.78725474508731,-279.410773097015
"mpeg",-358.808428274425,-353.716934388568,-37.7790564166189,-10.5291912173414,-270.754342783204
"quicktime",-361.911518978684,-356.69618600842,-40.6924405640771,-10.5291912173411,-273.494757174317
"unmatched",-58.5253531819163,-331.90581078403,-34.6353871642485,-10.4969401438027,-10.8147964891243
"workflowsthe",-364.761596396417,-359.614673451743,-43.3889441919849,-12.8317763103352,-279.055590991095
"chaindo",-13.3761547871055,-343.800902494723,-346.184023050124,-364.836466468663,-41.1524118201856
"channelsdo",-13.3761547871051,-343.494656682001,-345.939308520558,-365.306481047514,-42.5444821518361
"conciselydo",-13.3761547871091,-344.088410781965,-345.115864281585,-364.055228419031,-39.1440124013088
"modelingdo",-13.3761547871099,-344.217144857786,-349.078728579329,-364.146058812256,-38.9623446932048
"preferreddo",-13.3761547871146,-342.460468470572,-344.598866910374,-363.862667696407,-38.3035450145768
"servicedo",-13.3761547871237,-341.993986668468,-344.831901580692,-363.264752255165,-37.6379106721119
"toolsdo",-13.3761547871091,-343.438385524403,-346.216402554673,-365.700082442501,-39.1495983048241
"transformational",-10.7822836958888,-101.029844646831,-87.8698279857159,-63.4466774247381,-10.5737945073834
"yrs",-11.65597547787,-96.5168617465778,-51.6860883435707,-39.3249421748325,-9.78304066128897
"detroit",-343.498551659832,-344.083121580565,-12.0025707308009,-275.519918725194,-12.2432476933543
"michigan",-46.1326480069945,-84.8920634875818,-11.9422245490028,-69.9770949351847,-11.8587353007621
"hattiesburg",-411.56856694381,-409.573572859711,-12.0025707338671,-420.757095962664,-410.599686156163
"mississippi",-410.621941996203,-409.448957306435,-12.0025707338671,-417.926664370521,-410.590131886615
"diego",-12.4514317230992,-311.903860020798,-11.7812747833051,-17.5340983612,-12.1420507620878
"tucson",-409.701569110495,-407.496434065439,-12.0025707338671,-419.059638039655,-408.21307521432
"detailapples",-13.0276634927253,-163.539947556633,-252.2800072045,-13.0655563589277,-315.020179001556
"feet",-10.1981040882481,-314.653194727089,-55.1939915003771,-23.0208725087611,-322.854708235658
"miles",-10.0088589617026,-342.263686259763,-42.0787909693235,-29.3582983886418,-86.0502813692106
"outdoors",-10.8947494496527,-350.349678287401,-247.47051423526,-16.6963844141655,-342.89858065802
"preferredthorough",-10.8992274911092,-351.760468019648,-247.411658557919,-15.8749017143034,-340.858292874969
"prove",-11.6308594604146,-9.48615673976983,-47.6195488425382,-9.63515890925552,-9.90721337842735
"ships",-15.72794951632,-44.1532495025183,-22.1869423318488,-9.48354442584581,-337.227000832732
"solverapples",-13.38727338952,-352.328881472376,-252.504559909167,-18.0296133212952,-344.249480285023
"technologiesapples",-13.3940953316971,-352.844004917538,-249.908185306232,-17.5545724187695,-341.994742331549
"thinkerapples",-13.3781224656476,-352.565740577069,-251.462883662134,-19.7568080046916,-342.971378307312
"accelerated",-189.971091154528,-53.3358346475051,-86.9371494353991,-9.57367977231367,-206.70936758998
"adds",-11.1995206393817,-41.0132398416743,-63.4971069587052,-9.89040695731124,-11.4778063628811
"bashapples",-172.67035057537,-39.6852589033571,-347.159572240259,-13.5249234908978,-284.138742663113
"boosts",-51.3714832214999,-12.7392687586928,-79.3231950557534,-9.95092202231636,-189.53696612439
"fundamentalsapples",-174.093643896855,-53.8955065841994,-341.089092029001,-12.8317763103352,-54.228336732139
"gpus",-187.068617186066,-51.7416878553062,-79.9982940211834,-9.53593944433083,-84.6778703649521
"grained",-188.499981460773,-45.4835305587794,-77.8935226950647,-9.94140455243899,-202.047971836955
"overhead",-190.482220093028,-36.7333128542879,-32.2377952033281,-9.38178876453023,-153.271216849039
"precompiled",-185.153467905991,-46.2971777270363,-78.296635562774,-9.94140455243899,-202.690642990781
"recently",-59.259690848065,-47.1615297762861,-51.2263810930668,-9.61973240877129,-12.6434029681006
"rendering",-69.9642779710574,-46.9055062234683,-51.5199336646161,-8.62708369094419,-43.1163603549581
"shaders",-184.435381792681,-45.7451968410555,-77.48717234042,-9.94140455243899,-205.753264232104
"tenacity",-63.7385177064061,-33.9230962457169,-192.222016072984,-11.3119572383379,-11.3559319197092
"activity",-9.13049543148793,-10.0339204362891,-49.4245432965645,-24.3832269773514,-9.43573133059191
"crm",-10.07667850154,-103.821192036942,-62.5664856696304,-40.2163304508299,-8.48319292199309
"delightful",-10.7789540597274,-49.6825573723267,-28.9288584727376,-10.4136176984477,-9.40640690144149
"neutral",-10.6035660648652,-375.573813051676,-368.481746371819,-90.9104112620485,-44.6089614926792
"sugarcrm",-13.3761547871049,-378.020882153249,-371.352835354788,-94.992729987841,-48.4543252598951
"transforming",-10.7581184282304,-49.4120628984237,-66.0260414611323,-10.1330137950419,-9.23340142501225
"encyclopedic",-361.875905498162,-360.653657007242,-155.451431958496,-12.8317763103352,-353.315451584237
"fantasy",-359.302256896002,-356.638114824758,-154.16775934975,-10.6345517329989,-349.277703071282
"football",-355.889236319918,-358.20643110137,-151.916671798531,-10.6345517329989,-349.461827736978
"wellplay",-360.191703036127,-360.473194363001,-154.838134422488,-12.8317763103352,-351.342611460972
"wish",-37.4529991407396,-64.3912633889353,-151.574680725118,-12.7119855041581,-13.2301245572036
"desirableapples",-39.1106526444853,-13.0326871096123,-300.039720088388,-122.953502980194,-29.4823307293042
"highlyapples",-37.851929715321,-13.032687370162,-298.776511670413,-122.874986147007,-27.8736092249684
"mcad",-35.2810884700055,-8.68888177543873,-296.588354101922,-118.163537686702,-24.2862393040407
"unifiedapples",-41.3251578277771,-13.032687055937,-299.517905092741,-123.238276308727,-31.2153883992493
"actuator",-347.401383743423,-9.16148603350623,-329.930239486606,-352.165888753441,-366.845317532514
"awb",-362.637088892268,-11.934074755746,-213.772332986619,-69.1176982750061,-360.039362691153
"imager",-299.808721046669,-9.00733535367897,-329.780040938805,-356.769828800969,-362.384802459155
"megapixel",-355.33402929624,-9.9881646066907,-348.919741003864,-361.119229772627,-363.754416743933
"operationthe",-361.104962242797,-12.3395398638542,-349.772754638788,-363.988196635905,-368.377088660231
"photographic",-357.747622913974,-10.0369547708601,-345.863956609537,-360.683268117456,-363.090860069147
"aspera",-53.3856293519309,-333.158544339469,-340.213603957283,-13.5249234908951,-44.7912197457781
"camaraderie",-10.6874021802162,-39.4094566291375,-324.746217830309,-10.3770415891024,-43.9296441380663
"distinguish",-44.0024317845732,-105.775563052952,-262.031792849933,-10.9013574819311,-14.4725485737769
"integrationimagine",-53.1048859148633,-333.901587171483,-342.96275130072,-13.5249234908951,-44.0305556585578
"lifecycles",-35.719417066367,-87.7740526643706,-79.1718367014785,-13.7938799864877,-11.7621114173698
"promised",-45.2068599806923,-263.02857882052,-78.9595063610365,-10.1981055367074,-12.7962694428305
"rolling",-41.8341431738378,-63.8384225581933,-100.203086090837,-10.9972643820396,-11.2360481088261
"servicesimagine",-87.4969237199696,-229.811677079435,-195.394379185901,-11.915485578461,-65.357075160644
"signiant",-53.2286765700247,-333.535455598878,-341.229749346878,-13.5249234908951,-46.3091759576805
"acousticsapples",-337.923606812034,-13.0572229255005,-15.7224492666348,-28.2284357747098,-352.174410341322
"applicationsapples",-13.3761728883612,-13.0345827473072,-18.2955790817486,-23.2001652118521,-150.43431809121
"audiounits",-338.334569378045,-10.4998773326038,-11.1229531086331,-20.2549382734833,-348.44172531441
"capples",-337.632967099959,-13.1428575420257,-14.2630976427168,-24.2017614083879,-351.875891468301
"daw",-342.039623570035,-13.0496170712678,-16.0905188257956,-24.7083213963838,-355.053787667987
"faust",-338.272903687108,-13.0669537839163,-15.3942325106121,-23.8266028653932,-352.000140133868
"presentationsapples",-339.426143319795,-13.0421267413005,-16.6707009688192,-25.6406167601578,-353.224868330899
"protools",-341.894155429879,-13.0335155638876,-19.1117778959065,-24.9764310763011,-353.520900290424
"puredataapples",-336.95095708504,-13.1419950513793,-14.2705553526941,-24.1161439689519,-351.157687087337
"reaper",-339.938964856912,-13.0500658384197,-16.0638028007686,-27.475659598953,-353.247225390407
"telephony",-10.6910711855058,-32.8559487507979,-27.5038828400077,-13.2318264073551,-61.262233103729
"transmission",-11.7491486541222,-16.3309906070174,-29.9083677788493,-11.0501713064304,-10.2286331169221
"workflowsapples",-338.987715192523,-13.1924270665921,-13.9159226841508,-23.4327345620969,-351.519942142828
"appreciated",-343.183097159354,-13.0326870444141,-351.81619949961,-89.8598019895711,-359.083085487802
"equivalentfrequent",-334.434158924702,-9.2260245546438,-348.714801944506,-107.04590019757,-361.019402135909
"skillthe",-337.326776375314,-11.42324913198,-351.953537563502,-119.375281659594,-364.330746652353
"adhered",-11.5227554890207,-128.185682177773,-44.6185345259766,-57.7993896364753,-9.86284429705748
"advocating",-18.8840909076687,-347.759117347935,-43.1329803484031,-88.2841772797196,-9.80107695315153
"appreciates",-20.2862997037603,-105.018136968567,-49.5226051611549,-55.2593024136595,-9.50243984948528
"backup",-16.4924483987742,-12.2769142580938,-31.1101785458595,-58.4547721565184,-7.8194409866603
"communicatorthe",-22.4382861302831,-349.775902994342,-47.0396503904068,-90.4548590085904,-12.9365108546362
"ediscovery",-22.6777035195009,-342.467380925377,-48.3079731851556,-52.6669160623922,-9.6405613872251
"endpoint",-20.5132005734049,-147.373085495036,-50.5782444398919,-52.8973484681029,-8.92907614357168
"experiencemanaging",-20.6538330112126,-347.910814494376,-44.7040310013546,-89.136366947635,-10.5385624004235
"iosthe",-21.857726056331,-349.997433049761,-46.1345300779682,-90.0443828527816,-12.2433513235892
"obsessed",-45.1172195856059,-318.210305884356,-62.0676595895041,-13.325896828158,-10.3131921729345
"prem",-27.9774640425518,-125.755041132706,-47.0019227394088,-41.0279226633524,-9.50240768259783
"prioritized",-9.60272006338018,-129.758092450103,-46.657109746645,-40.1954276913646,-9.86970656799548
"speedy",-18.8134129606372,-346.748347394092,-44.5097821067075,-87.5912012000413,-9.80108986555556
"sys",-20.4424174760566,-337.943391553275,-45.8989102397945,-42.4443325416508,-9.00458597345644
"ticket",-9.8829421836993,-50.7668834773113,-46.5915884620925,-46.7734155283257,-10.0400104117191
"yearbachelors",-19.8119449122248,-346.011493197477,-44.0352428533235,-87.7543111925589,-10.538645350342
"completely",-28.0772144011405,-303.081769921204,-69.7061085837738,-12.8317765390639,-29.8536684509983
"programmers",-12.4984949026096,-65.311573356034,-57.3127465334862,-27.8572952215148,-11.2145689160277
"qualitythe",-12.3008395086601,-15.7108895598851,-108.819278051498,-21.3572939716979,-330.095970433046
"shoot",-12.4520917175784,-10.0132156868343,-71.7509166346379,-24.1772729320048,-24.6949455609904
"applicationsthe",-13.4071080417817,-60.9004887281737,-239.588030617313,-13.4948996440049,-37.0689085261833
"clips",-228.315351545365,-68.0860422413837,-202.232858877546,-10.5291912173411,-43.814576336658
"conceptsthe",-348.81225833058,-76.8095326634254,-239.303441602546,-13.5249234908951,-254.127601022913
"factored",-351.790311494302,-78.973090235507,-243.653051354092,-13.5249234908951,-257.252274114871
"imovie",-91.125305319473,-47.1354002968925,-23.859624205706,-9.81135159707833,-38.6967956807562
"schemas",-63.4826390230508,-52.8422813792021,-23.4225738385717,-10.374194366033,-10.6697579063612
"synchronize",-76.4541556012999,-62.4335220612629,-75.6865865683046,-11.1270282178214,-12.2432476933357
"flagship",-10.3736116705462,-74.9361290793462,-68.8143119770737,-21.6213507476708,-13.0837197204128
"hobbyists",-61.900547913677,-186.251508818313,-200.516940225784,-11.3410608585587,-15.061188365977
"programmingthe",-93.6310410317597,-12.2879388645612,-64.5515177192294,-11.9368953522293,-46.1042923700027
"annotating",-59.8258085895418,-60.2485571288529,-301.1912586271,-10.5291912173411,-318.613736335432
"performancebuilding",-61.5603227585029,-62.0081745032499,-302.368269954396,-13.5249234908951,-319.364830441762
"processesbuilding",-62.890530607748,-62.6594859878529,-303.575294983813,-13.5249234908951,-322.557770577376
"servicesbuilding",-62.7631882988688,-61.4981251242456,-303.699397276941,-13.5249234908951,-321.090721558247
"statesbuilding",-61.3701051391037,-63.5479549507412,-302.745721024148,-13.5249234908951,-319.6523235747
"supervising",-9.93169573107931,-13.0054356380025,-41.2034239541189,-41.4885503431388,-12.4380219790938
"tasksbuilding",-62.061982467416,-61.0897317809677,-303.998151610294,-13.5249234908951,-321.160484077074
"teamsbuilding",-62.6548595334709,-62.5286005459506,-305.702015005704,-13.5249234908951,-322.862979696287
"antennas",-321.741928147992,-9.85463321406618,-91.3313595688037,-362.357206064716,-358.485290073527
"averages",-321.232079486529,-12.3395398638542,-90.9091243670721,-370.550935463024,-361.222186020596
"ctia",-322.244900231586,-12.3395398638542,-91.6473637581748,-371.743206480976,-362.770123152557
"eia",-322.051202739304,-12.3395398638542,-93.1196060467913,-371.214877941115,-361.063458598748
"etsi",-321.305760772196,-11.934074755746,-86.6694686322004,-371.134265320741,-364.457932360698
"fcc",-318.944178175404,-12.3395398638542,-87.746268405342,-367.607902694912,-358.244081445439
"gprs",-318.91885269657,-10.5477803946261,-79.1545832929142,-371.618149573118,-360.815975935534
"gsm",-13.3445416062206,-8.95569412475235,-99.1726302399718,-72.4569500249592,-77.9428668856644
"modulation",-270.212668025236,-10.4677376869526,-81.8791714531322,-162.427519033532,-114.105919880079
"ota",-315.798826230091,-10.6347917716158,-79.4204717079233,-371.220200662323,-360.442112585523
"propagation",-322.643567613553,-12.3395398638542,-92.2487222442879,-372.130209828677,-361.552856865634
"ptcrb",-323.550733879064,-12.3395398638542,-93.22018267265,-372.876749314526,-361.982701681319
"radiation",-321.360011747237,-9.1408667463035,-97.3546101973486,-368.504888207886,-359.141496363455
"sar",-321.041843570469,-9.89719282848497,-90.5319586082154,-370.212654779688,-359.541140823652
"thus",-23.0057270563107,-10.5645284181254,-34.341954483654,-10.8517974275934,-11.1934656236829
"tia",-324.137728535856,-12.3395398638542,-92.968762730827,-371.946255240069,-362.934125770287
"tis",-321.402787482097,-9.89719282848497,-90.2229354416112,-369.239847224164,-358.522259212481
"trp",-320.006897624219,-9.89719282848497,-90.423307972871,-369.588986512027,-358.779745675833
"companythe",-21.6375234565112,-349.369772159019,-46.7933732810183,-92.5448815674252,-12.9366532109624
"confident",-30.7592144293319,-63.3968426352356,-47.3430626349174,-11.0899111396464,-8.0720652422041
"experienceunix",-18.0972138734463,-346.420219080967,-42.5304203181512,-88.4792487292146,-10.4522306432527
"presentingthe",-22.5076718280664,-350.005185672013,-45.0787083832778,-91.7037789293545,-12.93650307955
"auto",-35.3864234543094,-11.8605195810344,-32.7766108201635,-9.5401893360731,-23.5984450181563
"discriminative",-53.0056974386341,-70.4074184746892,-36.5178008005514,-12.7580212119002,-13.1025512945403
"generative",-64.7980419650649,-77.8889792820598,-28.4075570271898,-10.8168924799795,-21.0897265819851
"languagesapples",-361.020019085481,-359.74197371211,-41.5547514535469,-13.5249234908952,-350.07877778676
"linguistics",-99.3396135688347,-124.865472136829,-43.3042028887927,-9.18111806904142,-91.1913787931331
"problemsapples",-359.935982903933,-309.365662989696,-60.8039324639589,-12.8317763103352,-43.2794422114446
"resultsapples",-361.536185896308,-359.427645068074,-42.317836449524,-13.5249234908952,-348.738954563604
"scientifically",-368.292828311281,-359.178252070925,-30.0179282641144,-11.1270282194602,-356.014175729017
"spellchecking",-356.737842467473,-355.784076095193,-43.7986118754824,-10.4804010531717,-345.300906474115
"tokenization",-97.1430633422644,-348.425061367165,-36.7890030491719,-9.74073385697786,-37.2416712609379
"attract",-13.1045966847019,-88.2068912376081,-63.6839394142141,-54.2448845387317,-10.3198758545236
"comp",-10.9857155265882,-54.9824177099762,-76.5927986206385,-29.7325882378206,-12.8578507835335
"creditability",-11.0735696941109,-369.680273213046,-77.40735244916,-382.391374877497,-161.801611469753
"equivalentsome",-11.0735696941109,-369.144449766541,-78.8601977001022,-381.466090678896,-161.290436972398
"locationsare",-12.683007606545,-372.076486052175,-78.7641689039572,-382.140121469451,-162.404791654376
"partnershipsare",-13.3761547871049,-371.451754546501,-79.2009213438749,-384.248623101726,-163.362450856812
"pools",-13.3750487412636,-245.300381605405,-63.5085441221885,-12.840812607019,-17.0177525481679
"retain",-10.3272882317351,-64.4919493824175,-72.3124064697404,-38.9063242110249,-9.89623550602986
"ridge",-11.0735696941109,-369.211897022166,-76.4679440823096,-379.671305699993,-160.579214931094
"stronger",-10.9760613444785,-108.637382589023,-59.2877116199051,-55.3794663572159,-10.9939487824453
"talentare",-13.3761547871049,-371.454509770887,-80.3600668819928,-382.366122641976,-163.480667296541
"aha",-10.3998236490909,-343.938697434293,-9.57033702355544,-353.986917795839,-32.1987075542587
"broadband",-44.6122192252667,-62.487563198155,-11.3094235533087,-40.7294475740517,-40.1349928668189
"chats",-31.3749360726089,-380.468278425429,-9.16935739070783,-389.93216792131,-126.264214954183
"experiencecandidates",-33.340316328239,-378.66720990938,-9.11219897608959,-392.393862530094,-65.7253455300485
"hdoa",-30.2710240858589,-378.014461829295,-7.32043950716867,-391.125262614845,-64.4424885122171
"ifleet",-10.4000814882713,-340.496325368492,-9.56989291045907,-351.60240221046,-30.6264680409556
"knit",-33.6112867119646,-91.047420275498,-8.17926315316158,-12.7164129656779,-21.8097706627697
"leadershipthe",-12.8128282735162,-13.3173677153433,-12.7133937471612,-75.2877220016285,-65.5689729248212
"modems",-35.3530076447232,-381.67046333452,-12.0025707341526,-396.067656556977,-68.8450649705586
"nee",-33.7388299050571,-380.784235679216,-12.0025707353012,-394.058554994935,-67.1966413316199
"needsthe",-18.5311681964152,-51.3765885888135,-12.0061753718391,-13.5270981072942,-60.4654919009496
"networksthe",-35.4573173454612,-382.051149882841,-12.0025707341243,-395.472819537608,-68.2076517812555
"operationally",-10.008972882454,-132.63959459159,-9.92271691599363,-60.3235556717183,-25.1922851394626
"osv",-34.4235972547505,-381.297768806586,-8.41905179543105,-392.749490033158,-65.0552446432661
"parters",-14.2261959209413,-10.0775679981613,-9.09196921562467,-29.0225963441713,-20.1319975248808
"positioningthe",-36.3649303818544,-381.786771160997,-12.0025707339709,-396.358468537716,-69.3856960838727
"reportsthe",-22.096084371148,-12.3395495292144,-12.0027147122957,-40.5277499194455,-66.6276681554027
"saturday",-10.1467542883326,-127.981740091487,-9.72679238551902,-75.2469643361386,-32.6212756752782
"stopping",-31.537366502993,-333.060425063627,-9.058140277999,-46.1458972734757,-21.6647473612222
"sunday",-10.2706809587533,-124.285178007672,-9.63417845033701,-69.2022562437023,-29.7177463267791
"sustains",-34.4199185982743,-380.067512526415,-9.11219897601123,-392.539342944048,-65.4367306344885
"automationour",-360.630768598512,-138.19939433128,-283.881276565574,-13.5249234908951,-353.654751576554
"empowering",-48.6488028435846,-86.9437852591368,-62.1634470365033,-10.7160492169887,-10.593746202411
"levelour",-361.384857249651,-141.339270269439,-284.5905681472,-13.5249234908951,-355.851498078494
"pipelinesour",-360.272524436216,-138.910772796158,-283.025332229716,-13.5249234908951,-356.896587036118
"relied",-359.679826249137,-137.319286085611,-283.688295919895,-10.8858661612798,-353.175352447019
"systemsour",-13.4100535519293,-137.209737079477,-63.4758976054766,-13.4921677323645,-23.2705050701483
"tall",-358.727690702914,-136.546813414683,-282.262582230757,-10.8858661612798,-353.705869212812
"acquires",-9.91456500565447,-59.3648520193412,-303.876630676887,-37.1826163627608,-12.8120545228023
"auditors",-12.61998760094,-69.7429021297889,-98.1763308765079,-75.8914907972865,-12.3105079358359
"begin",-9.27428034975314,-10.0951115076197,-38.0530955987254,-22.9228813012913,-10.898247016764
"capex",-9.24902040205986,-65.9299435513333,-381.408721381943,-407.93011373882,-388.294881149892
"depreciation",-9.9421675826198,-67.0509132258555,-382.068254198552,-409.152618887277,-389.653656270548
"expenditures",-9.9421675826198,-67.5696754303014,-382.567165584385,-408.54445658858,-389.977729098834
"liabilities",-9.91041888430522,-68.3184082739007,-380.572251194542,-143.535866692154,-275.069127859295
"quarters",-9.29861753111567,-80.8103657723055,-233.815530344891,-47.8864463528404,-24.3461259829455
"recorded",-9.0994886680889,-85.4227525717461,-52.4617604131147,-131.691397251403,-69.9838719192698
"reengineering",-9.14402569514439,-79.984409041858,-335.070010224246,-86.9823282602882,-14.9292429491375
"taken",-9.59196515318669,-74.9542290072729,-65.2700895429831,-50.3537282968829,-46.3320444978801
"appli",-342.894745284544,-43.6738283045166,-9.64259975520076,-14.4180981068152,-26.1860032971747
"applicationbuild",-347.226911790062,-49.3584005871023,-12.0498766052606,-16.5996041307542,-32.2830463972861
"baccalaureate",-67.6841429160627,-44.3254776333333,-12.0246901410457,-11.8707787531743,-10.8831342819609
"cations",-345.441648856346,-47.6351690251726,-9.63997954485435,-14.4883858202138,-27.8680992146197
"coded",-23.5933970054983,-37.238722931764,-17.7734985638219,-15.7851709014543,-12.2984845781309
"comments",-89.2695891953555,-20.0016524844886,-22.2180361366023,-14.8196977769107,-9.72857744358383
"eai",-331.354689386871,-47.2060527203507,-10.8735893929061,-11.2316349883711,-23.3367883626575
"jms",-65.4934918356159,-54.614093633676,-20.9087463685516,-10.3468753087946,-31.5406497953791
"jmsbuild",-348.2790718903,-46.8214178781623,-12.1166150234476,-15.7525736023432,-28.6234037653196
"methodologiesbuild",-348.47695488803,-49.6048499048587,-12.0156396825653,-17.868968394288,-30.7923237831768
"oraclebuild",-352.07988693422,-48.1841854168303,-12.0311508505244,-17.0942235613491,-34.1617943414959
"performancebuild",-350.245598631404,-50.2206802040683,-12.0078217432309,-18.776884852064,-31.28881331878
"plications",-346.203440651301,-46.0546104130979,-9.61133321635213,-16.1423282682613,-31.4595799722346
"prod",-51.1871252974895,-45.4070977964932,-9.86329677806501,-12.3482350749273,-14.2715543742602
"schemesbuild",-349.163578182132,-47.0169030137832,-12.0238003324493,-17.3878800439077,-30.1317229069807
"ser",-346.742913443019,-45.0664909625407,-9.62343828528321,-15.1122741890592,-27.9850532923524
"statesbuild",-350.632090658343,-47.1484578870313,-12.0601545497154,-16.4080920012504,-29.6003592579191
"tabase",-346.103733723027,-44.6041034353977,-9.61127458690962,-16.1511465211734,-28.4748785605955
"technologiesbuild",-348.490687422753,-48.2414901914504,-12.0731100251724,-16.2115715504932,-30.5500395656965
"tuned",-320.427684697738,-53.4613673159462,-14.9638237014515,-13.6564563370263,-12.2081240656686
"ucts",-350.429788590231,-47.0536953148721,-9.61656935882549,-15.5647010333389,-28.120377590579
"wrote",-348.809469262252,-48.594223128071,-12.0191765730616,-17.6312172788234,-30.4720640171641
"anticipated",-10.2667374566904,-69.5932923532028,-90.5672717272441,-10.6575118766798,-20.3717300201257
"comprise",-10.3219455861122,-9.99794612193092,-201.626474195462,-81.7012124056389,-39.0500227004184
"directions",-9.75224738353066,-9.17082983582654,-62.5840737751991,-9.29135829478871,-24.714496187258
"ehs",-7.14370677055443,-350.312021369099,-373.533791294391,-128.014269014319,-40.26697118517
"emis",-13.376154787105,-355.985216012863,-378.295185669365,-136.538905405348,-44.1869930152404
"enablon",-13.376154787105,-357.064785015044,-380.019743635528,-135.115669277394,-45.522383511841
"graphical",-12.6653840881915,-113.426618347509,-83.5244577879867,-17.7906356170492,-10.7446967960272
"injury",-10.3316323493815,-354.815773026372,-377.218500394213,-132.097249596812,-43.0459805635561
"institutional",-10.4180388858106,-45.0156744188291,-42.1985093542762,-11.4389879395339,-10.8969641744083
"methodologiesbachelors",-10.3316323493816,-354.028730344595,-374.195207000076,-129.708849520912,-40.497961710643
"narrative",-14.4631186282179,-10.2904678479554,-79.5324492344671,-41.6983191866573,-10.8394364969413
"sourcesthe",-13.3761547871049,-358.132613631504,-379.880789623557,-138.270541857732,-48.6048947020129
"staffthe",-13.376154787105,-357.43772282765,-380.873591624228,-135.35089180547,-45.818017864314
"stewarding",-10.3316323493815,-354.021491476437,-376.187251496783,-133.060816712911,-42.2933490523532
"tabular",-19.9834801822388,-220.437694550654,-221.832909743244,-35.0002509921204,-10.8571221499112
"therefore",-9.70126043466106,-52.2581175415029,-52.7629826424454,-9.87282445487994,-44.7316419691486
"challengesba",-10.8112054299519,-316.019707656201,-323.919941370629,-32.8594132750303,-133.492661533177
"databasesjoin",-13.3761547871586,-319.171826766965,-326.753501396802,-37.1729069477214,-139.540888209087
"environmentsjoin",-13.3761547871241,-319.733518744022,-327.969251450671,-38.2039460169897,-139.021529050557
"leveraged",-10.0767973838166,-66.2495530289171,-65.4804006715125,-9.67750549905309,-9.75697136774696
"overarching",-12.512377850088,-326.903500181925,-63.1725002666024,-10.0397558870631,-26.2162712165731
"singular",-13.3700862781067,-117.863637485939,-82.4905614354175,-10.0062262692618,-9.87987471780029
"hfss",-358.230556203051,-13.0326870444141,-127.114095236782,-370.698456860556,-360.607173527114
"lte",-334.00705241726,-12.7485149083707,-108.242759502561,-13.9234054703464,-38.5761336235863
"statesdefine",-361.012316510683,-13.0326870444141,-127.824801796368,-372.550284960701,-362.510907961022
"umts",-361.214190038063,-13.0326870444141,-127.586811115697,-371.311288846552,-361.765084502065
"admins",-11.0735696901333,-316.211586818811,-63.5194837897441,-13.5779219827841,-15.9002696773996
"alert",-10.7370974574897,-325.28892233914,-64.509418968302,-70.499346211579,-53.6486043427477
"aligns",-10.3288876969306,-86.2722617236768,-114.541087239439,-80.5571520796863,-9.8946246409632
"assignedbs",-11.0735696941109,-357.203737104681,-363.239119976815,-382.650386602503,-342.724608720949
"cap",-9.03558877290056,-9.9152129646061,-39.0766393186811,-11.9859561141485,-24.9697677587195
"charter",-11.0446796120309,-98.5769486980032,-82.1499857233925,-27.0200766604397,-10.0075032805683
"commute",-9.40586288602189,-336.534443813195,-101.212504541407,-226.412944604662,-27.1661184126381
"commutes",-11.0735696941109,-359.900937563024,-364.74575509265,-384.873010144309,-347.432752742894
"coordinated",-9.97938641442398,-55.5681472274735,-42.4591491189898,-10.6839424894396,-24.259112724853
"cruz",-11.0735696941109,-359.170283338004,-366.291276880719,-384.968999693877,-343.650350915017
"deadlinesthe",-13.3761547871049,-358.030453441126,-363.149270611218,-383.917809830102,-343.513228293027
"dense",-11.0735696941109,-357.098681969697,-362.131807711647,-382.815729958857,-342.974805806662
"densification",-11.0735696941109,-358.601825715806,-365.201270289226,-384.763002309854,-346.14490221774
"duty",-10.8112054395443,-104.965682470775,-221.25791918797,-70.341052590079,-28.8020907680297
"elk",-10.9735184797794,-13.0865504514448,-60.9717699303214,-22.2450229771185,-320.409390468674
"extensions",-10.9660016880848,-36.1207250562758,-30.5913695019879,-11.0514800508388,-19.7423094279407
"federal",-9.40013632555646,-84.7282295908712,-51.6562192901932,-53.9468585412128,-8.29493497335833
"felt",-11.0735696941109,-360.780569788395,-366.547566307923,-384.240010360203,-343.673369737481
"gilroy",-11.0735696941109,-361.99593689599,-364.2079036043,-384.558564093707,-343.843447532798
"grove",-10.9782595143066,-102.417802766799,-59.8404831925014,-65.7379273826751,-340.271493532779
"hazard",-10.9782595143066,-320.548031925898,-318.099964384126,-340.246965270448,-42.5798940958323
"hour",-10.4857830292088,-92.8375802384875,-71.5851216428365,-106.634329602285,-48.4295161481942
"institute",-10.8912481373169,-342.454512260688,-107.055582802327,-138.009113877984,-62.4916644441796
"marin",-10.8912481373169,-105.820001249197,-342.706561754875,-75.6369632748,-60.5059731135286
"motor",-13.3667452629918,-13.0421859493682,-309.544487118844,-371.939743522479,-245.374154245274
